embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,99,حكم الوفاء بالكفارات:,ب, ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.0071638813215387015,1.0,4.067996263504028,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,100,حكم الوفاء بالنذر المباح:,ب, ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.007633935801913548,1.0,3.558070182800293,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,101,خيار المجلس عند المالكية:,ب, ب ,True,0.07249749990681824,1.0,2.9532907009124756,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,102,بيع الغرر اليسير في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,4.070964336395264,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,103,من شروط صحة الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,4.380121231079102,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,104,يبدأ الإحرام للحج من:,أ, الإجابة الصحيحة هي: أ: المواقيت المكانية ,True,0.00702083472657119,1.0,3.6054961681365967,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,105,من محظورات الإحرام:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.5836305618286133,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,106,الطواف حول الكعبة يكون:,ب, الجواب: ب: عكس اتجاه عقارب الساعة ,True,0.008176856499690712,1.0,2.891540050506592,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,107,عدد أشواط السعي بين الصفا والمروة:,أ, الجواب: الخيار الصحيح هو (أ) سبعة أشواط. ,False,0.00702083472657119,0.0,4.180598020553589,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,108,الوقوف بعرفة يكون في اليوم:,ب, ب: التاسع من ذي الحجة ,True,0.011603982212675388,1.0,3.8984999656677246,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,109,رمي الجمرات يبدأ في:,ب, ب: يوم النحر ,True,0.01758542189440898,1.0,3.3749842643737793,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,110,طواف الإفاضة من:,ب, الجواب: ب: أركان الحج ,False,0.011603982212675388,0.0,3.8954358100891113,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,111,من أركان العمرة:,د, الإجابة الصحيحة هي: د: جميع ما سبق ,False,0.007986728673290205,0.0,3.8918981552124023,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ, الإجابة الصحيحة هي: أ: في أشهر الحج ,False,0.007805988703535686,0.0,3.810504913330078,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,113,من شروط طواف الإفاضة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.6917452812194824,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,114,المبيت بمزدلفة ليلة النحر:,ب, ب: واجب من واجبات الحج ,False,0.011199617145528714,0.0,3.795611619949341,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,115,أنواع النسك في الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.8611488342285156,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,116,الهدي واجب على:,أ, الجواب: الهدي واجب على: أ: المتمتع والقارن ,True,0.0067525623389387635,1.0,3.385089635848999,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,117,من محظورات الإحرام للمرأة:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,3.3330533504486084,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب, ب: جائز بشرط الاشتراط عند الإحرام ,True,0.008176856499690712,1.0,4.544603109359741,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,119,طواف الوداع:,ب, ب: واجب إلا على الحائض والنفساء ,True,0.008588486560503192,1.0,3.7364370822906494,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ, الجواب: أ: جائز ,True,0.014936192853457254,1.0,3.98425030708313,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,121,من أسباب وجوب دم الفدية:,ج, ج ,True,0.07249749990681824,1.0,3.0018458366394043,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,122,العمرة في رمضان:,أ, الجواب الصحيح هو: أ: تعدل حجة ,True,0.009048295247234425,1.0,3.359210252761841,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: زوال الشمس ,True,0.008588486560503192,1.0,3.6645424365997314,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: عندما يصير ظل كل شيء مثله ,True,0.006277466950757328,1.0,4.561322927474976,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,125,وقت صلاة المغرب حسب المذهب المالكي:,ج, ج ,True,0.07249749990681824,1.0,2.9227495193481445,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب, ب: مغيب الشفق الأحمر ,True,0.012042033681462784,1.0,4.01723837852478,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,127,من نواقض الوضوء في المذهب المالكي:,ب, الجواب: ب ,True,0.021598265052211615,1.0,3.4729104042053223,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,4.135246515274048,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,129,ينتقض الوضوء في المذهب المالكي بـ:,د, الجواب: د: أ و ج ,False,0.014238348381961592,0.0,4.318892478942871,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ, الجواب: أ: شرط من شروط صحتها ,True,0.0092991042878441,1.0,4.104219198226929,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,131,النوم الثقيل المستغرق في المذهب المالكي:,أ, الإجابة الصحيحة هي: أ: ينقض الوضوء مطلقاً ,True,0.006883858510498897,1.0,3.8783011436462402,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب, ب: ليس له وقت ضرورة في المشهور ,True,0.008811835296733616,1.0,3.872880458831787,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,133,أركان الإسلام عددها:,أ, الجواب الصحيح هو: أ: خمسة ,True,0.01015265650850611,1.0,3.560908317565918,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,134,أي من التالي ليس من أركان الإيمان:,ج, ج ,True,0.07249749990681824,1.0,2.72005295753479,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,135,الإحسان في الإسلام يعني:,أ," الإحسان في الإسلام يعني: 
أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك ",True,0.004079981195306543,1.0,4.8514769077301025,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,136,الفرق الأساسي بين الزكاة والصدقة أن:,ب, ب: الزكاة فريضة والصدقة تطوعية ,True,0.008811835296733616,1.0,3.887162208557129,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,137,أجر صيام يوم عرفة للحاج:,ب, ب: لا يُسن للحاج صيام يوم عرفة ,False,0.008811835296733616,0.0,3.1266160011291504,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,138,أجر صيام يوم عاشوراء:,ب, ب: يكفر السنة التي قبله فقط ,True,0.009565665109256835,1.0,3.3387722969055176,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,139,ليلة القدر هي:,أ," السؤال: ليلة القدر هي:

الخيارات:
أ: ليلة من العشر الأواخر من رمضان
ب: الليلة الأولى من رمضان
ج: ليلة النصف من شعبان

الإجابة الصحيحة هي: أ ",True,0.0025150089306398035,1.0,7.227018117904663,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ, ب: القهقهة تبطل الصلاة وتنقض الوضوء ,False,0.0,0.0,5.545080900192261,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,1,حكم الطهارة لمن أراد أداء الصلاة:,أ, الجواب: أ: واجبة بإجماع المسلمين ,True,0.008377152169377823,1.0,7.262497901916504,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,2,ما هو حكم الوضوء بفضل وضوء مسلم آخر:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.2411580085754395,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,3,حكم وضوء الرجل والمرأة معاً في إناء واحد:,ج, ج: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.8440258502960205,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,4,حكم ماء البحر للوضوء:,أ, الجواب: أ: طهور بإجماع العلماء ,True,0.008811835296733616,1.0,4.6771204471588135,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,5,حكم الوضوء بالمائعات غير الماء:,ب, ب: لا يجوز بإجماع العلماء (عدا النبيذ محل خلاف) ,True,0.00616976802746866,1.0,5.122314453125,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,6,حكم الاستنجاء بالماء:,ب, الجواب: ب: جائز ومجمع عليه ,True,0.009849574084214482,1.0,4.172475576400757,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,7,حكم الاستجمار بالأحجار:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,4.030123710632324,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,8,حكم الجمع بين الاستجمار والاستنجاء بالماء:,ب, الجواب: ب: جائز ومجمع عليه ,True,0.009849574084214482,1.0,5.4871320724487305,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,9,حكم الاستجمار بغير الحجارة:,ب, ب: جائز بالطاهر المنقي ما لم يكن طعاماً ,True,0.0071638813215387015,1.0,3.79487943649292,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,10,حكم الاستجمار مع وجود الماء:,ب, الجواب: ج: مكروه مع وجود الماء ,False,0.008811835296733616,0.0,5.397237777709961,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,11,حكم الاستنجاء باليد اليمنى:,ب, ب: منهي عنه بإجماع العلماء ,True,0.009849574084214482,1.0,5.012516021728516,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,12,حكم السواك عند الصلاة:,ب, ب: مستحب ومشروع بإجماع العلماء ,True,0.008811835296733616,1.0,4.256523609161377,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,13,حكم الختان للرجال:,ب, ب: من سنن الإسلام ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,4.2971649169921875,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,14,حكم التثليث في الوضوء:,ب, ب: غير واجب بإجماع العلماء ,True,0.009849574084214482,1.0,3.0855424404144287,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,15,ما هو حكم استقبال القبلة في الصلاة:,ب, ب: واجب بإجماع العلماء ,True,0.011199617145528714,1.0,3.9977505207061768,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,16,حكم الطهارة للصلاة:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,2.876957416534424,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,17,حكم قراءة الفاتحة في الصلاة:,ب, ب: واجبة بإجماع العلماء ,True,0.010825057921671676,1.0,3.517167568206787,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,18,حكم الزكاة في الإسلام:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,6.1865081787109375,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.678985834121704,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.640061140060425,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,21,حكم الصلاة على الميت:,ب, ب: فرض كفاية بإجماع العلماء ,True,0.009565665109256835,1.0,3.9139394760131836,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,22,حكم سجود السهو:,ب, الجواب: ب: واجب عند جمهور العلماء ,True,0.008176856499690712,1.0,4.372523069381714,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,23,حكم صلاة الجمعة على الرجال:,ب, ب: فرض عين بإجماع العلماء ,True,0.01015265650850611,1.0,3.127544641494751,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,24,حكم صلاة العيدين:,ب, ج: فرض كفاية ,False,0.0,0.0,3.6589090824127197,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,25,حكم العمرة في العمر:,ب, ب: واجبة مرة واحدة بإجماع العلماء ,True,0.008176856499690712,1.0,4.826469898223877,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,26,حكم صلاة التراويح:,ب, ب: سنة مؤكدة بإجماع العلماء ,True,0.009565665109256835,1.0,3.8342270851135254,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,27,حكم البيع بشرط الخيار:,ب, الجواب: ب: جائز بإجماع العلماء ,True,0.008811835296733616,1.0,4.226723670959473,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.412626266479492,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,29,حكم بيع الفضة بالفضة متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,2.4514553546905518,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,30,حكم بيع الطعام بالطعام متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.301041603088379,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,31,حكم بيع العربون:,ب, ب: جائز عند جمهور العلماء ,True,0.01015265650850611,1.0,3.57487154006958,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,32,حكم الشفعة في العقار:,ب, ب: ثابتة بإجماع العلماء ,True,0.010825057921671676,1.0,4.157686471939087,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,33,حكم الوقف في الإسلام:,ب, الجواب: ب: جائز ومستحب بإجماع العلماء ,True,0.007469938459592591,1.0,4.161072731018066,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,34,حكم الهبة:,ب, الجواب: ب: جائزة ومستحبة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.7979536056518555,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,35,حكم العارية:,ب, الجواب: ج: مكروهة عند الجمهور ,False,0.009048295247234425,0.0,3.7045538425445557,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,36,حكم إعارة السلاح في الفتنة:,ب, ب: محرمة بإجماع العلماء ,True,0.010825057921671676,1.0,4.408445835113525,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,37,حكم الوديعة (حفظ المال):,ب, ب: جائزة وواجبة عند الجمهور ,True,0.009565665109256835,1.0,4.066131353378296,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,38,حكم الوكالة:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.729506492614746,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,39,حكم المضاربة (شركة بين مال وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.0008814334869385,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,40,حكم المساقاة (شركة بين شجر وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.099504709243774,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,41,حكم المزارعة (شركة بين أرض وعمل):,ب, الجواب: ج: مكروهة عند الجمهور ,False,0.009048295247234425,0.0,3.7903149127960205,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,4.165977954864502,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.537482976913452,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,44,حكم إجارة العين لمالكها:,ب, ب: جائزة عند جمهور العلماء ,True,0.009849574084214482,1.0,4.117675542831421,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,4.311499834060669,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, الجواب: أ: محرمة بإجماع العلماء ,False,0.008588486560503192,0.0,3.6918811798095703,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, الجواب: ب: جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,4.436907052993774,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,5.750203847885132,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,49,حكم الرهن:,ب, الجواب: ب: جائز بإجماع العلماء ,True,0.008811835296733616,1.0,4.479430675506592,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,4.372473955154419,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,51,حكم الحوالة:,ب, الجواب: ب: الحوالة جائزة بإجماع العلماء ,True,0.0071638813215387015,1.0,4.275285243988037,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,3.9366300106048584,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,4.1139302253723145,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,5.198483943939209,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,55,حكم الصيد بالجوارح (غير الكلب):,ب, ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور ,False,0.00616976802746866,0.0,5.230035781860352,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,56,حكم الأضحية:,ب, الجواب: ج: الأضحية فرض كفاية ,False,0.0092991042878441,0.0,4.584096431732178,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,57,حكم العقيقة عن المولود:,ب, ب: العقيقة سنة مؤكدة بإجماع العلماء ,True,0.007805988703535686,1.0,3.389420509338379,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,4.4545698165893555,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,4.085623264312744,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,4.581809997558594,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,5.2643959522247314,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,5.805598020553589,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,4.360786437988281,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,64,حكم العتق:,ب, الجواب: ب: العتق مستحب بإجماع المسلمين ,True,0.007313425995364251,1.0,3.7894601821899414,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,65,حكم الولاء:,ب, الجواب: ج: الولاء مكروه عند الجمهور ,False,0.007805988703535686,0.0,3.860132932662964,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,4.225379705429077,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,3.6612980365753174,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,3.9676530361175537,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,5.0096917152404785,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,4.533677339553833,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,4.600962162017822,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,5.1093573570251465,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,3.41420316696167,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,74,حكم التفليس:,ب, الجواب: أ: التفليس محرم بإجماع العلماء ,False,0.007313425995364251,0.0,4.654862642288208,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.25234055519104,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,76,حكم الضمان:,ب, ب: الضمان جائز بإجماع العلماء ,True,0.009048295247234425,1.0,3.6579809188842773,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, الجواب: ب: الإيلاء جائز عند جمهور العلماء ,True,0.006883858510498897,1.0,3.6560287475585938,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,78,حكم الظهار:,ب, الجواب: ب: الظهار محرم بإجماع العلماء ,True,0.007469938459592591,1.0,4.6579248905181885,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,79,حكم اللعان:,ب, ب: اللعان مشروع عند التهمة بالزنا ,True,0.008176856499690712,1.0,4.2162768840789795,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,80,حكم الخلع:,ب, ب: الخلع جائز بإجماع العلماء ,True,0.0092991042878441,1.0,4.107077121734619,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,81,حكم الطلاق:,ب, ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.006389329974674238,1.0,4.541809320449829,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,82,حكم الرجعة بعد الطلاق:,ب, ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء ,True,0.00616976802746866,1.0,2.7311160564422607,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,83,حكم العدة بعد الطلاق:,ب, ب: العدة واجبة بإجماع العلماء ,True,0.009048295247234425,1.0,4.088127136230469,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,84,حكم النفقة بعد الطلاق:,ب, ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.4537808895111084,
Arabic-SBERT-100K,cross_encoder,Cross-Encoder MS-MARCO,85,حكم الحضانة بعد الطلاق:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,4.337119817733765,
